OBJECTID,NAME,TERM_ID,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,PIPE_IN,PIPE_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS,RENEWABLE_DIESEL
543,ALOHA PETROLEUM LTD. - KAHULUI TERMINAL,ANLTK15011,60 HOBRON AVENUE,KAHULUI,HI,96732,NOT AVAILABLE,(808) 877-6031,MARINE TERMINAL,IN SERVICE,MAUI,15009,20.893213,-156.461537,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-99-HI-4566,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,110900,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
544,HAWAII INDEPENDENT ENERGY - MAUI,ANLTK15012,140 HOBRON AVE. UNIT A,KAHULUI,HI,96732,NOT AVAILABLE,(808) 871-0817,MARINE TERMINAL,IN SERVICE,MAUI,15009,20.895999,-156.464264,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-99-HI-4563,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",125800,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
545,MID-PAC PETROLEUM,ANLTK15013,61-3651 KAWAIHAE RD.,KAMUELA,HI,96743,NOT AVAILABLE,(808) 882-7311,MARINE TERMINAL,IN SERVICE,HAWAII,15001,20.037625,-155.82893,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.midpacpetroleum.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,67000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
546,ALOHA PETROLEUM LTD. - BARBERS POINT,ANLTK15014,91-119 HANUA STREET,KAPOLEI,HI,96707,NOT AVAILABLE,(808) 522-9700,BULK TERMINAL,IN SERVICE,HONOLULU,15003,21.303093,-158.101602,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://yosemite.epa.gov,T-99-HI-4551,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,436240,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
547,CHEVRON PRODUCTS - KAPOLEI REFINERY,ANLTK15015,91-480 MALAKOLE STREET,KAPOLEI,HI,96707,NOT AVAILABLE,(808) 682-5711,REFINERY TERMINAL,IN SERVICE,HONOLULU,15003,21.30961,-158.110542,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.chevron.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, CHEMICALS",3126000,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
548,TESORO HAWAII CORPORATION - KAPOLEI REFINERY,ANLTK15016,91-325 KOMOHANA STREET,KAPOLEI,HI,96707,NOT AVAILABLE,(808) 547-3111,REFINERY TERMINAL,IN SERVICE,HONOLULU,15003,21.303403,-158.092177,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://tsocorp.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, CHEMICALS",4765000,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
549,"ISLAND PETROLEUM, INCORPORATED",ANLTK15017,10 WHARF ROAD,KAUNAKAKAI,HI,96748,NOT AVAILABLE,(808) 553-5481,MARINE TERMINAL,IN SERVICE,MAUI,15009,21.086921,-157.022773,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.islandpetroleumbuilders.com,T-91-HI-4572,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,48000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
550,LANAI OIL COMPANY INCORPORATED,ANLTK15018,KAUMALAPAU HIGHWAY AT HARBOR,LANAI CITY,HI,96763,NOT AVAILABLE,(808) 565-6802,MARINE TERMINAL,IN SERVICE,MAUI,15009,20.787615,-156.990388,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-91-HI-4573,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,105000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
551,"ALOHA PETROLEUM, LTD. - NAWILIWILI TERMINAL",ANLTK15019,3145 WAAPA ROAD,LIHUE,HI,96766,NOT AVAILABLE,(808) 245-2323,BULK TERMINAL,IN SERVICE,KAUAI,15007,21.954889,-159.35713,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.alohagas.com,T-99-HI-4562,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,75000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
552,"KAUAI PETROLEUM COMPANY, LTD.",ANLTK15020,3185 WAAPA ROAD,LIHUE,HI,96766,NOT AVAILABLE,(808) 245-7679,BULK TERMINAL,IN SERVICE,KAUAI,15007,21.955601,-159.355991,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-91-HI-4571,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,75000,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
553,IES DOWNSTREAM LLC - PORT ALLEN TERMINAL,ANLTK15021,A AND B ROAD / 260 AKA ULA STREET,ELEELE,HI,96705,NOT AVAILABLE,(808) 335-3175,MARINE TERMINAL,IN SERVICE,KAUAI,15007,21.899073,-159.585315,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.islandenergyservices.com/,T-99-HI-4555,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",103300,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
554,HILO BASEYARD HAWAII,ANLTK15022,945 KALANIANAOLE STREET,HILO,HI,96720,NOT AVAILABLE,(808) 935-0021,LPG TERMINAL,IN SERVICE,HAWAII,15001,19.72979852,-155.0505509,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.ruscom.com/,NONE,THE GAS COMPANY LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
555,HONOLULU,ANLTK15023,100 HOBRON AVE,KAHULUI,HI,96732,NOT AVAILABLE,(808) 877-5011,BULK TERMINAL,IN SERVICE,MAUI,15009,20.89398711,-156.4619452,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,CHEVRON USA INC,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
556,ISLAND PETROLEUM,ANLTK15024,WHARF RD. & BEACH PLACE #10,KAUNAKAKAI,HI,96748,NOT AVAILABLE,(808) 553-5481,BULK TERMINAL,IN SERVICE,MAUI,15009,21.08689051,-157.0226176,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-91-HI-4572,ISLAND PETROLEUM INC,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
557,KAHULUI BASEYARD MAUI,ANLTK15025,70 HANA HIGHWAY,KAHULUI,HI,96732,NOT AVAILABLE,(808) 877-6557,LPG TERMINAL,IN SERVICE,MAUI,15009,20.89138719,-156.4622673,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.ruscom.com/,NONE,THE GAS COMPANY LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
558,LIHUE,ANLTK15026,NOT AVAILABLE,NOT AVAILABLE,HI,96766,NOT AVAILABLE,NOT AVAILABLE,UNKNOWN,IN SERVICE,KAUAI,15007,21.98406686,-159.3424234,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,HAWAII INDEPENDENT ENERGY,NOT AVAILABLE,WITHIN 1 MILE,NOT AVAILABLE,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
559,LIHUE BASEYARDKAUAI,ANLTK15027,3990 RICE STREET,LIHUE,HI,96766,NOT AVAILABLE,(808) 245-3301,LPG TERMINAL,IN SERVICE,KAUAI,15007,21.96810809,-159.3577789,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.ruscom.com/,NONE,THE GAS COMPANY LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
560,MAUI ELECTRIC COMPANY KAHULUI GENERATING STATION,ANLTK15028,200 HOBRON AVE,KAHULUI,HI,96732,NOT AVAILABLE,(808) 871-0817,BULK TERMINAL,IN SERVICE,MAUI,15009,20.89617572,-156.4623623,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,MAUI ELECTRIC COMPANY,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
561,MOLOKAI,ANLTK15029,"ULILI STREET, MOLOKAI INDUSTRIAL PARK",KAUNAKAKAI,HI,96748,NOT AVAILABLE,(800) 828-9359,LPG TERMINAL,IN SERVICE,MAUI,15009,21.10744863,-157.0648762,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.ruscom.com/,NONE,THE GAS COMPANY LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
562,OAHU,ANLTK15030,515 KAMAKEE STREET,HONOLULU,HI,96814,NOT AVAILABLE,(808) 535-5933,LPG TERMINAL,IN SERVICE,HONOLULU,15003,21.29528691,-157.8500768,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.ruscom.com/,NONE,THE GAS COMPANY LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
563,BAIRD OIL COMPANY,ANLTK1600*,311 NORTH CURTIS ROAD,BOISE,ID,83706,NOT AVAILABLE,(208) 375-7767,BULK TERMINAL,IN SERVICE,ADA,16001,43.607059,-116.254703,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.bairdoil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,50000,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
564,IDAHO PIPELINE CORPORATION,ANLTK16003,1220 W GOWEN,BOISE,ID,83705,NOT AVAILABLE,(208) 344-0078,BULK TERMINAL,IN SERVICE,ADA,16001,43.549342,-116.195441,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,100000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
565,TESORO LOGISTICS OPERATIONS LLC BOISE TERMINAL,ANLTK16004,201 N PHILLIPPI STREET,BOISE,ID,83706,NOT AVAILABLE,(208) 375-1463,BULK TERMINAL,IN SERVICE,ADA,16001,43.6071,-116.2513,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-82-ID-4151,TESORO LOGISTICS OPERATIONS LLC,TESORO LOGISTICS OPERATIONS LLC,WITHIN 40 FEET,"REFINED, CHEMICALS",553390,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO
566,SINCLAIR OIL CORPORATION,ANLTK16005,712 NORTH CURTIS ROAD,BOISE,ID,83706,NOT AVAILABLE,(208) 375-3931,BULK TERMINAL,IN SERVICE,ADA,16001,43.610447,-116.252117,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.sinclairoil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,219519,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
567,SINCLAIR OIL CORPORATION,ANLTK16006,321 NORTH CURTIS ROAD,BOISE,ID,83704,NOT AVAILABLE,(208) 375-1250,BULK TERMINAL,IN SERVICE,ADA,16001,43.607176,-116.255983,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.sinclairoil.com,T-82-ID-4150,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,252000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
568,SINCLAIR PIPELINE COMPANY - BURLEY PRODUCT TERMINAL,ANLTK16007,425 EAST HIGHWAY 81,BURLEY,ID,83318,NOT AVAILABLE,(208) 678-7363,BULK TERMINAL,IN SERVICE,CASSIA,16031,42.515487,-113.712223,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.sinclairoil.com,T-82-ID-4157,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,141389,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
569,TESORO REFINING AND MARKETING COMPANY,ANLTK16008,429 E HIGHWAY 81,BURLEY,ID,83318,NOT AVAILABLE,(208) 678-5211,MARINE TERMINAL,IN SERVICE,CASSIA,16031,42.515307,-113.708726,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://tsocorp.com,T-82-ID-4155,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",129665,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
570,"HOLLY ENERGY PARTNERS-OPERATING, L.P.",ANLTK16009,5028 CANYON CREEK RD,MOUNTAIN HOME,ID,83647,NOT AVAILABLE,(208) 587-3880,AIRPORT TERMINAL,IN SERVICE,ELMORE,16039,43.180275,-115.70607,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.hollyenergy.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,121000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO
571,TESORO LOGISTICS OPERATIONS LLC POCATELLO TERMINAL,ANLTK16010,1189 TANK FARM ROAD,POCATELLO,ID,83204,NOT AVAILABLE,(208) 232-9305,BULK TERMINAL,IN SERVICE,POWER,16077,42.917517,-112.533522,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-82-ID-4159,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",295873,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
572,UNION PACIFIC RAILROAD COMPANY,ANLTK16011,237 EAST DAY ST,POCATELLO,ID,83201,NOT AVAILABLE,(208) 236-5291,BULK - RAILROAD TERMINAL,IN SERVICE,BANNOCK,16005,42.874852,-112.452228,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.up.com/,T-84-ID-4153,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,75000,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
573,UNITED PRODUCTS BOISE PRODUCTS TERMINAL,ANLTK16012,70 NORTH PHILLIPPI STREET,BOISE,ID,83706,1434,(208) 375-3913,BULK TERMINAL,IN SERVICE,ADA,16001,43.605522,-116.247852,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.unitedoil.net/,T-82-ID-4152,FRANKLIN UNITED INC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
574,BOISE PLANT,ANLTK16013,4303 SOUTH GEKELER LANE,BOISE,ID,83716,NOT AVAILABLE,(208) 345-2538,ASPHALT TERMINAL,IN SERVICE,ADA,16001,43.56372449,-116.1884016,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,http://www.semgroupcorp.com/,NONE,WESTERN STATES ASPHALT INC,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
575,BOISE AIRPORT,ANLTK16014,3201 W AIRPORT WAY,BOISE,ID,83705,NOT AVAILABLE,(208) 383-3110,AIRPORT,IN SERVICE,ADA,16001,43.568055,-116.216572,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,https://www.iflyboise.com/,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
576,BOISE AIRPORT - JACKSON JET CENTER,ANLTK16015,3815 RICKENBACKER STREET,BOISE,ID,83705,NOT AVAILABLE,(877) 383-3300,AIRPORT,IN SERVICE,ADA,16001,43.571066,-116.227146,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,https://www.iflyboise.com/,NONE,NOT AVAILABLE,JACKSON JET CENTER,WITHIN 40 FEET,REFINED,-999,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
577,ENTERPRISE PRODUCTS BLUE ISLAND TERMINAL,ANLTK17001,3645 WEST 131ST STREET,ALSIP,IL,60803,NOT AVAILABLE,(708) 385-6500,MARINE TERMINAL,IN SERVICE,COOK,17031,41.653819,-87.710082,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.enterpriseproducts.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,187450,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
578,VALERO TERMINALING & DISTRIBUTION - ALSIP,ANLTK17002,3600 WEST 131ST STREET,ALSIP,IL,60803,NOT AVAILABLE,(708) 293-5530,BULK TERMINAL,IN SERVICE,COOK,17031,41.655612,-87.707866,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.valeroenergypartners.com/,T-36-IL-3300,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",1230321,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
579,"GROWMARK, INC.",ANLTK17003,1222 U.S. ROUTE 30,AMBOY,IL,61310,NOT AVAILABLE,(815) 284-3827,BULK TERMINAL,IN SERVICE,LEE,17103,41.758921,-89.396169,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-36-IL-3319,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,199000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
580,"BUCKEYE TERMINALS, LLC - ARGO TERMINAL",ANLTK17004,8600 W 71ST STREET,BEDFORD PARK,IL,60501,NOT AVAILABLE,(708) 563-6347,MARINE TERMINAL,IN SERVICE,COOK,17031,41.762734,-87.836275,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.buckeye.com,T-36-IL-3315,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL, CHEMICALS",993000,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO
581,KINDER MORGAN LIQUIDS TERMINALS LLC,ANLTK17005,8500 WEST 68TH STREET,ARGO,IL,60501,NOT AVAILABLE,(708) 496-2862,MARINE TERMINAL,IN SERVICE,COOK,17031,41.769167,-87.838056,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.kindermorgan.com/,T-36-IL-3305,Kinder Morgan,Kinder Morgan,WITHIN 40 FEET,"REFINED, CHEMICALS",2493108,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
582,SHELL OIL PRODUCTS US - DES PLAINES TERMINAL,ANLTK17006,1605 EAST ALGONQUIN RD,ARLINGTON HEIGHTS,IL,60056,NOT AVAILABLE,(847) 439-1950,BULK TERMINAL,IN SERVICE,COOK,17031,42.028788,-87.949043,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.shell.com/,T-36-IL-3316,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,1039830,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
583,EXXONMOBIL OIL CORPORATION - DES PLAINES TERMINAL,ANLTK17007,2312 TERMINAL DRIVE,ARLINGTON HEIGHTS,IL,60005,NOT AVAILABLE,(847) 956-3501,BULK TERMINAL,IN SERVICE,COOK,17031,42.025936,-87.952856,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,T-36-IL-3311,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",991808,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO
584,MPLX MOUNT PROPSPECT,ANLTK17008,3231 BUSSE ROAD,ARLINGTON HEIGHTS,IL,60005,NOT AVAILABLE,(847) 439-1537,BULK TERMINAL,IN SERVICE,COOK,17031,42.027939,-87.955413,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.marathonpetroleum.com/,T-36-IL-3307,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,390350,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
585,"GROWMARK, INCORPORATED",ANLTK17009,2427 N ROUTE 49,ASHKUM,IL,60911,NOT AVAILABLE,(815) 698-2343,BULK TERMINAL,IN SERVICE,IROQUOIS,17075,40.862055,-87.86614,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.growmark.com/,T-37-IL-3364,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",251000,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
586,BUCKEYE TERMINALS LLC,ANLTK17010,7022 SOUTH CILCO LANE,BARTONVILLE,IL,61607,NOT AVAILABLE,(309) 697-3131,MARINE TERMINAL,NOT IN USE,PEORIA,17143,40.603722,-89.660949,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,EAST PEORIA MATERIALS,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,180000,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
587,"NUSTAR TERMINAL SERVICES, INCORPORATED - BLUE ISLAND",ANLTK17011,3210 WEST 131ST STREET,BLUE ISLAND,IL,60406,NOT AVAILABLE,(708) 388-5801,BULK TERMINAL,IN SERVICE,COOK,17031,41.655545,-87.700926,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-36-IL-3310,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",722000,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO
588,NUSTAR ENERGY,ANLTK17012,NUSTAR ENERGY - ROCK RAPIDS TERMINAL,CAHOKIA,IL,62206,NOT AVAILABLE,(618) 337-6066,BULK TERMINAL,IN SERVICE,ST. CLAIR,17163,38.581687,-90.189239,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.conocophillips.com,T-37-IL-3366,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1232617,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
589,MPLX CHAMPAIGN,ANLTK17013,511 SOUTH STALEY ROAD,CHAMPAIGN,IL,61822,NOT AVAILABLE,(217) 352-6215,BULK TERMINAL,IN SERVICE,CHAMPAIGN,17019,40.110899,-88.315271,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.marathonpetroleum.com/,T-37-IL-3358,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,513000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
